method,anomaly_type,pipeline_size,trial,true_root_cause,target_node,rank,top1,top3,top5,reciprocal_rank,false_rc_rate_k5,elapsed_ms,convergence_iters
AnomalyOnly,A2_etl_logic_error,medium_real,2,ETL_FX_STOCK_11_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.015974044799804688,1
Schema-Constraint,A2_etl_logic_error,medium_real,2,ETL_FX_STOCK_11_PRICE,REPORT_LIMIT,65,0,0,0,0.015384615384615385,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,3,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,2.727031707763672,9
APA-RCA-v3,A2_etl_logic_error,medium_real,3,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,5.960226058959961,9
AnomalyOnly,A2_etl_logic_error,medium_real,3,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.03314018249511719,1
Schema-Constraint,A2_etl_logic_error,medium_real,3,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,64,0,0,0,0.015625,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,4,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,1.4100074768066406,9
APA-RCA-v3,A2_etl_logic_error,medium_real,4,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,1.361846923828125,9
AnomalyOnly,A2_etl_logic_error,medium_real,4,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.015020370483398438,1
Schema-Constraint,A2_etl_logic_error,medium_real,4,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,63,0,0,0,0.015873015873015872,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,5,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,3.8976669311523438,9
APA-RCA-v3,A2_etl_logic_error,medium_real,5,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,1.3561248779296875,9
