method,anomaly_type,pipeline_size,trial,true_root_cause,target_node,rank,top1,top3,top5,reciprocal_rank,false_rc_rate_k5,elapsed_ms,convergence_iters,combination
TSD-CVAE+ResGCN,A6_multi_source,medium_real,20,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,41.831016540527344,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,21,SRC_STOCK_5_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,48.54893684387207,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,22,SRC_STOCK_12_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,31.965255737304688,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,23,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,29.61587905883789,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,24,SRC_STOCK_4_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,43.27392578125,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,25,SRC_STOCK_2_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,23.65398406982422,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,26,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,67.31534004211426,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,27,SRC_STOCK_3_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,31.721830368041992,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,28,SRC_STOCK_7_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,41.374921798706055,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A6_multi_source,medium_real,29,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,30.35426139831543,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,0,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,23.82206916809082,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,1,SRC_STOCK_6_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,29.69193458557129,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,2,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,20.407915115356445,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,3,SRC_STOCK_10_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,47.43385314941406,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,4,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,47.328948974609375,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,5,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,27.472734451293945,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,6,SRC_STOCK_6_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,55.98902702331543,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,7,SRC_STOCK_12_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,63.86613845825195,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,8,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,43.10297966003418,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,9,SRC_STOCK_6_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,42.849063873291016,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,10,SRC_STOCK_10_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,25.946855545043945,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,11,SRC_STOCK_2_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,40.67111015319824,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,12,SRC_STOCK_8_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,34.41786766052246,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,13,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,51.30195617675781,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,14,SRC_STOCK_2_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,45.90201377868652,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,15,SRC_STOCK_12_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,46.740055084228516,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,16,SRC_STOCK_7_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,31.269073486328125,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,17,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,32.79590606689453,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,18,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,33.07223320007324,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,19,SRC_STOCK_8_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,29.02817726135254,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,20,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,49.772024154663086,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,21,SRC_STOCK_4_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,34.81698036193848,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,22,SRC_STOCK_10_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,52.93989181518555,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,23,SRC_STOCK_1_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,41.25618934631348,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,24,SRC_STOCK_5_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,30.826091766357422,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,25,SRC_STOCK_7_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,45.92609405517578,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,26,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,42.95492172241211,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,27,SRC_STOCK_1_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,23.84209632873535,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,28,SRC_STOCK_8_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,47.76883125305176,9,TSD-CVAE+ResGCN
TSD-CVAE+ResGCN,A7_coincidental,medium_real,29,SRC_STOCK_12_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,24.13487434387207,9,TSD-CVAE+ResGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,0,SRC_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,35.5982780456543,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,1,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,51.473140716552734,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,2,SRC_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,25.780916213989258,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,3,SRC_STOCK_10_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,32.97114372253418,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,4,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,33.4477424621582,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,5,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,51.959991455078125,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,6,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,45.07088661193848,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,7,SRC_STOCK_12_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,26.391029357910156,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,8,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,45.64213752746582,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,9,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,34.4851016998291,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,10,SRC_STOCK_10_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,54.55517768859863,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,11,SRC_STOCK_2_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,51.965951919555664,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,12,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,21.831035614013672,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,13,SRC_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,33.354997634887695,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,14,SRC_STOCK_2_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,38.77902030944824,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,15,SRC_STOCK_12_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,47.19209671020508,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,16,SRC_STOCK_7_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,51.515817642211914,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,17,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,30.1821231842041,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,18,SRC_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,33.59723091125488,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,19,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,30.848026275634766,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,20,SRC_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,69.23985481262207,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,21,SRC_STOCK_4_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,66.28799438476562,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,22,SRC_STOCK_10_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,44.9526309967041,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,23,SRC_STOCK_1_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,44.41189765930176,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,24,SRC_STOCK_5_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,31.510114669799805,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,25,SRC_STOCK_7_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,54.06498908996582,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,26,SRC_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,39.6578311920166,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,27,SRC_STOCK_1_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,21.54088020324707,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,28,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,38.994789123535156,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A1_source_corruption,medium_real,29,SRC_STOCK_12_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,21.034955978393555,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,0,ETL_FX_STOCK_11_PRICE,REPORT_STRESS,64,0,0,0,0.015625,1.0,57.31797218322754,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,1,ETL_FX_STOCK_6_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,51.80811882019043,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,2,ETL_FX_STOCK_11_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,79.64110374450684,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,3,ETL_FX_STOCK_10_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,34.47604179382324,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,4,ETL_FX_STOCK_9_PRICE,REPORT_STRESS,69,0,0,0,0.014492753623188406,1.0,36.89384460449219,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,5,ETL_FX_STOCK_9_PRICE,REPORT_STRESS,69,0,0,0,0.014492753623188406,1.0,35.1407527923584,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,6,ETL_FX_STOCK_6_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,29.045820236206055,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,7,ETL_FX_STOCK_12_PRICE,REPORT_STRESS,70,0,0,0,0.014285714285714285,1.0,34.31892395019531,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,8,ETL_FX_STOCK_9_PRICE,REPORT_STRESS,69,0,0,0,0.014492753623188406,1.0,24.896860122680664,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,9,ETL_FX_STOCK_6_PRICE,REPORT_STRESS,66,0,0,0,0.015151515151515152,1.0,44.51489448547363,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,10,ETL_FX_STOCK_10_PRICE,REPORT_STRESS,64,0,0,0,0.015625,1.0,53.086042404174805,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,11,ETL_FX_STOCK_2_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,28.059005737304688,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,12,ETL_FX_STOCK_8_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,29.206037521362305,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,13,ETL_FX_STOCK_11_PRICE,REPORT_STRESS,66,0,0,0,0.015151515151515152,1.0,23.027896881103516,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,14,ETL_FX_STOCK_2_PRICE,REPORT_STRESS,69,0,0,0,0.014492753623188406,1.0,43.34592819213867,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,15,ETL_FX_STOCK_12_PRICE,REPORT_STRESS,73,0,0,0,0.0136986301369863,1.0,50.76003074645996,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,16,ETL_FX_STOCK_7_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,46.1888313293457,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,17,ETL_FX_STOCK_9_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,40.88187217712402,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,18,ETL_FX_STOCK_11_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,27.086973190307617,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,19,ETL_FX_STOCK_8_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,30.221223831176758,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,20,ETL_FX_STOCK_11_PRICE,REPORT_STRESS,70,0,0,0,0.014285714285714285,1.0,38.92683982849121,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,21,ETL_FX_STOCK_4_PRICE,REPORT_STRESS,66,0,0,0,0.015151515151515152,1.0,22.92180061340332,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,22,ETL_FX_STOCK_10_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,28.1069278717041,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,23,ETL_FX_STOCK_1_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,22.99189567565918,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,24,ETL_FX_STOCK_5_PRICE,REPORT_STRESS,66,0,0,0,0.015151515151515152,1.0,39.43300247192383,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,25,ETL_FX_STOCK_7_PRICE,REPORT_STRESS,69,0,0,0,0.014492753623188406,1.0,41.20302200317383,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,26,ETL_FX_STOCK_11_PRICE,REPORT_STRESS,70,0,0,0,0.014285714285714285,1.0,53.603172302246094,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,27,ETL_FX_STOCK_1_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,45.98093032836914,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,28,ETL_FX_STOCK_8_PRICE,REPORT_STRESS,68,0,0,0,0.014705882352941176,1.0,28.85293960571289,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A2_etl_logic_error,medium_real,29,ETL_FX_STOCK_12_PRICE,REPORT_STRESS,72,0,0,0,0.013888888888888888,1.0,34.14320945739746,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,0,FEAT_VOL20_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,47.16324806213379,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,1,FEAT_VOL20_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,60.72497367858887,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,2,FEAT_VOL20_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,34.7597599029541,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,3,FEAT_VOL20_STOCK_10_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,45.867919921875,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,4,FEAT_VOL20_STOCK_9_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,44.77500915527344,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,5,FEAT_VOL20_STOCK_9_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,37.213802337646484,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,6,FEAT_VOL20_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,42.851924896240234,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,7,FEAT_VOL20_STOCK_12_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,40.69209098815918,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,8,FEAT_VOL20_STOCK_9_PRICE,REPORT_STRESS,65,0,0,0,0.015384615384615385,1.0,35.93182563781738,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,9,FEAT_VOL20_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,37.20211982727051,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,10,FEAT_VOL20_STOCK_10_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,35.48288345336914,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,11,FEAT_VOL20_STOCK_2_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,55.47475814819336,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,12,FEAT_VOL20_STOCK_8_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,53.96294593811035,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,13,FEAT_VOL20_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,33.3249568939209,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,14,FEAT_VOL20_STOCK_2_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,38.748979568481445,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,15,FEAT_VOL20_STOCK_12_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,48.76971244812012,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,16,FEAT_VOL20_STOCK_7_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,34.43789482116699,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,17,FEAT_VOL20_STOCK_9_PRICE,REPORT_STRESS,65,0,0,0,0.015384615384615385,1.0,33.37597846984863,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,18,FEAT_VOL20_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,31.251907348632812,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,19,FEAT_VOL20_STOCK_8_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,51.98788642883301,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,20,FEAT_VOL20_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,18.674135208129883,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,21,FEAT_VOL20_STOCK_4_PRICE,REPORT_STRESS,65,0,0,0,0.015384615384615385,1.0,34.646034240722656,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,22,FEAT_VOL20_STOCK_10_PRICE,REPORT_STRESS,65,0,0,0,0.015384615384615385,1.0,34.6980094909668,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,23,FEAT_VOL20_STOCK_1_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,28.81622314453125,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,24,FEAT_VOL20_STOCK_5_PRICE,REPORT_STRESS,67,0,0,0,0.014925373134328358,1.0,49.35193061828613,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,25,FEAT_VOL20_STOCK_7_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,24.802207946777344,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,26,FEAT_VOL20_STOCK_11_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,45.11427879333496,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,27,FEAT_VOL20_STOCK_1_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,20.560741424560547,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,28,FEAT_VOL20_STOCK_8_PRICE,REPORT_STRESS,65,0,0,0,0.015384615384615385,1.0,44.83294486999512,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A3_feature_calc_error,medium_real,29,FEAT_VOL20_STOCK_12_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,25.448322296142578,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,0,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,50.24218559265137,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,1,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,41.235923767089844,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,2,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,53.94268035888672,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,3,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,47.937870025634766,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,4,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,27.489900588989258,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,5,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,36.55815124511719,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,6,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,26.964902877807617,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,7,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,58.07304382324219,9,TSD-CVAE+RGCN
