method,anomaly_type,pipeline_size,trial,true_root_cause,target_node,rank,top1,top3,top5,reciprocal_rank,false_rc_rate_k5,elapsed_ms,convergence_iters,combination
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,8,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,31.414031982421875,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,9,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,26.912927627563477,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,10,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,37.978172302246094,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,11,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,37.48488426208496,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,12,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,38.53487968444824,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,13,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,31.566858291625977,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,14,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,56.93197250366211,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,15,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,37.56380081176758,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,16,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,24.838924407958984,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,17,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,49.33595657348633,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,18,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,30.074119567871094,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,19,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,38.34080696105957,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,20,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,34.6980094909668,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,21,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,56.876182556152344,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,22,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,56.10394477844238,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,23,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,24.991273880004883,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,24,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,40.86899757385254,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,25,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,37.153005599975586,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,26,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,43.91193389892578,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,27,FEAT_SECTOR_A,REPORT_STRESS,2,0,1,1,0.5,0.8,34.519195556640625,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,28,FEAT_SECTOR_B,REPORT_STRESS,2,0,1,1,0.5,0.8,19.46091651916504,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A4_aggregation_error,medium_real,29,FEAT_SECTOR_B,REPORT_STRESS,1,1,1,1,1.0,0.8,37.20498085021973,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,0,SRC_STOCK_11_PRICE,REPORT_STRESS,5,0,0,1,0.2,0.8,25.368690490722656,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,1,SRC_STOCK_6_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,35.639047622680664,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,2,SRC_STOCK_11_PRICE,REPORT_STRESS,5,0,0,1,0.2,0.8,63.28988075256348,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,3,SRC_STOCK_10_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,24.96814727783203,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,4,SRC_STOCK_9_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,38.31601142883301,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,5,SRC_STOCK_9_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,46.584129333496094,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,6,SRC_STOCK_6_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,36.53597831726074,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,7,SRC_STOCK_12_PRICE,REPORT_STRESS,5,0,0,1,0.2,0.8,44.657230377197266,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,8,SRC_STOCK_9_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,30.358076095581055,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,9,SRC_STOCK_6_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,41.43118858337402,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,10,SRC_STOCK_10_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,34.53683853149414,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,11,SRC_STOCK_2_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,38.971900939941406,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,12,SRC_STOCK_8_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,29.278039932250977,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,13,SRC_STOCK_11_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,32.0281982421875,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,14,SRC_STOCK_2_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,51.80191993713379,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,15,SRC_STOCK_12_PRICE,REPORT_STRESS,5,0,0,1,0.2,0.8,43.07198524475098,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,16,SRC_STOCK_7_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,46.5850830078125,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,17,SRC_STOCK_9_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,30.565977096557617,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,18,SRC_STOCK_11_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,38.504838943481445,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,19,SRC_STOCK_8_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,45.15886306762695,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,20,SRC_STOCK_11_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,37.032127380371094,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,21,SRC_STOCK_4_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,40.84300994873047,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,22,SRC_STOCK_10_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,26.019811630249023,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,23,SRC_STOCK_1_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,36.5138053894043,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,24,SRC_STOCK_5_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,50.31108856201172,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,25,SRC_STOCK_7_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,27.08601951599121,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,26,SRC_STOCK_11_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,81.74777030944824,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,27,SRC_STOCK_1_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,27.264118194580078,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,28,SRC_STOCK_8_PRICE,REPORT_STRESS,3,0,1,1,0.3333333333333333,0.8,38.53797912597656,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A5_downstream_masking,medium_real,29,SRC_STOCK_12_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,42.52171516418457,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,0,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,24.986743927001953,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,1,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,39.24703598022461,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,2,SRC_STOCK_3_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,62.37292289733887,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,3,SRC_STOCK_1_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,43.21789741516113,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,4,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,37.52398490905762,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,5,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,21.13509178161621,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,6,SRC_STOCK_5_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,41.387081146240234,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,7,SRC_STOCK_10_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,42.27495193481445,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,8,SRC_STOCK_4_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,26.820898056030273,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,9,SRC_STOCK_10_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,73.95005226135254,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,10,SRC_STOCK_4_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,43.486833572387695,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,11,SRC_STOCK_2_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,95.74031829833984,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,12,SRC_STOCK_3_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,58.14409255981445,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,13,SRC_STOCK_10_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,47.926902770996094,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,14,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,72.89004325866699,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,15,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,34.928321838378906,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,16,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,25.39992332458496,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,17,SRC_STOCK_10_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,48.15101623535156,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,18,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,41.96572303771973,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,19,SRC_STOCK_5_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,53.289175033569336,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,20,SRC_STOCK_9_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,55.74679374694824,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,21,SRC_STOCK_5_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,35.40992736816406,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,22,SRC_STOCK_12_PRICE,REPORT_STRESS,4,0,0,1,0.25,0.8,31.277179718017578,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,23,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,29.56390380859375,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,24,SRC_STOCK_4_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,195.13988494873047,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,25,SRC_STOCK_2_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,26.95298194885254,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,26,SRC_STOCK_6_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,58.13908576965332,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,27,SRC_STOCK_3_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,35.594940185546875,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,28,SRC_STOCK_7_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,40.888071060180664,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A6_multi_source,medium_real,29,SRC_STOCK_8_PRICE,REPORT_STRESS,1,1,1,1,1.0,0.8,37.29701042175293,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,0,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,26.402950286865234,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,1,SRC_STOCK_6_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,38.732051849365234,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,2,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,30.453920364379883,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,3,SRC_STOCK_10_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,50.99797248840332,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,4,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,31.620025634765625,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,5,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,25.65789222717285,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,6,SRC_STOCK_6_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,47.43790626525879,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,7,SRC_STOCK_12_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,40.83585739135742,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,8,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,34.01017189025879,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,9,SRC_STOCK_6_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,36.05294227600098,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,10,SRC_STOCK_10_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,28.558015823364258,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,11,SRC_STOCK_2_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,57.59310722351074,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,12,SRC_STOCK_8_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,29.148101806640625,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,13,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,30.94792366027832,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,14,SRC_STOCK_2_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,54.160118103027344,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,15,SRC_STOCK_12_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,32.18674659729004,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,16,SRC_STOCK_7_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,34.50202941894531,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,17,SRC_STOCK_9_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,44.837236404418945,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,18,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,51.69486999511719,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,19,SRC_STOCK_8_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,33.799171447753906,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,20,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,38.18702697753906,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,21,SRC_STOCK_4_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,46.01597785949707,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,22,SRC_STOCK_10_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,41.69297218322754,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,23,SRC_STOCK_1_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,44.11005973815918,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,24,SRC_STOCK_5_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,30.69472312927246,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,25,SRC_STOCK_7_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,29.39128875732422,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,26,SRC_STOCK_11_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,37.377119064331055,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,27,SRC_STOCK_1_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,45.903921127319336,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,28,SRC_STOCK_8_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,42.430877685546875,9,TSD-CVAE+RGCN
TSD-CVAE+RGCN,A7_coincidental,medium_real,29,SRC_STOCK_12_PRICE,REPORT_STRESS,2,0,1,1,0.5,0.8,66.55502319335938,9,TSD-CVAE+RGCN
